priority,wave,status,jobId,modelId,variant,category,family,variantSubject,purpose,targetPolygons,referenceImage,canonicalIncoming,canonicalProcessed,donorOwns,engineOwns,expectedProceduralReplacements,acceptanceFocus,meshyPrompt
161,V6-B,queued,M055-B,M055,B,defensive,Movable timber barricade,log barricade,Self-supporting defensive obstacle rather than a permanent wall segment.,800,reference-images/M055-B-movable-timber-barricade-v1.png,incoming/M055-B-movable-timber-barricade-smart-800.glb,processed/M055-B-movable-timber-barricade-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the log barricade","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy movable timber barricade donor for Genesis. Variant: log barricade. Functional purpose: Self-supporting defensive obstacle rather than a permanent wall segment. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the log barricade. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M056-B,M056,B,defensive,Wattle and woven screen,curved tall screen,"Light culturally variable screen for camp edges, markets, animals, concealment, and wind protection.",800,reference-images/M056-B-wattle-and-woven-screen-v1.png,incoming/M056-B-wattle-and-woven-screen-smart-800.glb,processed/M056-B-wattle-and-woven-screen-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the curved tall screen","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy wattle and woven screen donor for Genesis. Variant: curved tall screen. Functional purpose: Light culturally variable screen for camp edges, markets, animals, concealment, and wind protection. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the curved tall screen. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M057-B,M057,B,defensive,Gabion and stone-basket cluster,stepped basket cluster,"Portable earthwork vocabulary useful in guard, siege, construction, flood, and urban-recovery states.",900,reference-images/M057-B-gabion-and-stone-basket-cluster-v1.png,incoming/M057-B-gabion-and-stone-basket-cluster-smart-900.glb,processed/M057-B-gabion-and-stone-basket-cluster-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the stepped basket cluster","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy gabion and stone-basket cluster donor for Genesis. Variant: stepped basket cluster. Functional purpose: Portable earthwork vocabulary useful in guard, siege, construction, flood, and urban-recovery states. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the stepped basket cluster. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M058-B,M058,B,defensive,Holding cage or animal pen module,iron transport cage,Inspectable open-frame enclosure with a readable door and separable bars/panels.,1200,reference-images/M058-B-holding-cage-or-animal-pen-module-v1.png,incoming/M058-B-holding-cage-or-animal-pen-module-smart-1200.glb,processed/M058-B-holding-cage-or-animal-pen-module-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the iron transport cage","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy holding cage or animal pen module donor for Genesis. Variant: iron transport cage. Functional purpose: Inspectable open-frame enclosure with a readable door and separable bars/panels. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the iron transport cage. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M059-B,M059,B,defensive,Forge hearth and blower assembly,masonry workshop hearth,"Major working prop with warm-light socket, fuel area, hood, bellows connection, and tool sockets.",1200,reference-images/M059-B-forge-hearth-and-blower-assembly-v1.png,incoming/M059-B-forge-hearth-and-blower-assembly-smart-1200.glb,processed/M059-B-forge-hearth-and-blower-assembly-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the masonry workshop hearth","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy forge hearth and blower assembly donor for Genesis. Variant: masonry workshop hearth. Functional purpose: Major working prop with warm-light socket, fuel area, hood, bellows connection, and tool sockets. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the masonry workshop hearth. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M060-B,M060,B,trace,Broken wagon and axle wreck,overturned chassis,Derivative cover and abandonment family built from M019-like parts.,1200,reference-images/M060-B-broken-wagon-and-axle-wreck-v1.png,incoming/M060-B-broken-wagon-and-axle-wreck-smart-1200.glb,processed/M060-B-broken-wagon-and-axle-wreck-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the overturned chassis","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy broken wagon and axle wreck donor for Genesis. Variant: overturned chassis. Functional purpose: Derivative cover and abandonment family built from M019-like parts. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the overturned chassis. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M061-B,M061,B,trace,Tool and active-work cluster,carpentry work cluster,"Large readable tools around a stable rack or bench, indicating a task without loose micro-clutter.",900,reference-images/M061-B-tool-and-active-work-cluster-v1.png,incoming/M061-B-tool-and-active-work-cluster-smart-900.glb,processed/M061-B-tool-and-active-work-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the carpentry work cluster","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy tool and active-work cluster donor for Genesis. Variant: carpentry work cluster. Functional purpose: Large readable tools around a stable rack or bench, indicating a task without loose micro-clutter. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the carpentry work cluster. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,accepted,M062-B,M062,B,trace,Timber repair and brace cluster,installed diagonal brace group,"Sister posts, wedges, caps, and lashings showing structural intervention.",700,reference-images/M062-B-timber-repair-and-brace-cluster-v1.png,incoming/M062-B-timber-repair-and-brace-cluster-smart-700.glb,processed/M062-B-timber-repair-and-brace-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the installed diagonal brace group","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy timber repair and brace cluster donor for Genesis. Variant: installed diagonal brace group. Functional purpose: Sister posts, wedges, caps, and lashings showing structural intervention. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the installed diagonal brace group. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M063-B,M063,B,trace,"Rope, net, and harness cluster",hanging cargo net,Complex flexible equipment that benefits from generated volume but must avoid hair-thin strands.,900,reference-images/M063-B-rope-net-and-harness-cluster-v1.png,incoming/M063-B-rope-net-and-harness-cluster-smart-900.glb,processed/M063-B-rope-net-and-harness-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the hanging cargo net","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy rope, net, and harness cluster donor for Genesis. Variant: hanging cargo net. Functional purpose: Complex flexible equipment that benefits from generated volume but must avoid hair-thin strands. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the hanging cargo net. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,accepted,M064-B,M064,B,trace,Camp kitchen and stores cluster,disciplined military stores,"A few large vessels, rack forms, and containers showing domestic service without becoming a pile of tiny props.",1000,reference-images/M064-B-camp-kitchen-and-stores-cluster-v1.png,incoming/M064-B-camp-kitchen-and-stores-cluster-smart-1000.glb,processed/M064-B-camp-kitchen-and-stores-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the disciplined military stores","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy camp kitchen and stores cluster donor for Genesis. Variant: disciplined military stores. Functional purpose: A few large vessels, rack forms, and containers showing domestic service without becoming a pile of tiny props. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the disciplined military stores. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M065-B,M065,B,trace,Market basket and display cluster,cloth/craft display,Replaceable goods presentation that turns an empty stall into a specific working institution.,900,reference-images/M065-B-market-basket-and-display-cluster-v1.png,incoming/M065-B-market-basket-and-display-cluster-smart-900.glb,processed/M065-B-market-basket-and-display-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the cloth/craft display","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy market basket and display cluster donor for Genesis. Variant: cloth/craft display. Functional purpose: Replaceable goods presentation that turns an empty stall into a specific working institution. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the cloth/craft display. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M066-B,M066,B,trace,Creature bone and larder cluster,butchered larder rack,"Adult-horror trace with restrained, readable bones and bundled remains rather than gore noise.",900,reference-images/M066-B-creature-bone-and-larder-cluster-v1.png,incoming/M066-B-creature-bone-and-larder-cluster-smart-900.glb,processed/M066-B-creature-bone-and-larder-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the butchered larder rack","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy creature bone and larder cluster donor for Genesis. Variant: butchered larder rack. Functional purpose: Adult-horror trace with restrained, readable bones and bundled remains rather than gore noise. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the butchered larder rack. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
161,V6-B,queued,M067-B,M067,B,trace,"Salvage, scrap, and repair-material cluster",mixed metal/timber scrap,Cross-site evidence of recovery and reuse with a few large recognizable parts.,900,reference-images/M067-B-salvage-scrap-and-repair-material-cluster-v1.png,incoming/M067-B-salvage-scrap-and-repair-material-cluster-smart-900.glb,processed/M067-B-salvage-scrap-and-repair-material-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the mixed metal/timber scrap","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy salvage, scrap, and repair-material cluster donor for Genesis. Variant: mixed metal/timber scrap. Functional purpose: Cross-site evidence of recovery and reuse with a few large recognizable parts. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the mixed metal/timber scrap. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M054-C,M054,C,defensive,Chevaux-de-frise and spike barrier,broken/displaced frame,"Portable route denial whose X-frame, spikes, rope, and wear remain readable from the game camera.",800,reference-images/M054-C-chevaux-de-frise-and-spike-barrier-v1.png,incoming/M054-C-chevaux-de-frise-and-spike-barrier-smart-800.glb,processed/M054-C-chevaux-de-frise-and-spike-barrier-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the broken/displaced frame","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy chevaux-de-frise and spike barrier donor for Genesis. Variant: broken/displaced frame. Functional purpose: Portable route denial whose X-frame, spikes, rope, and wear remain readable from the game camera. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the broken/displaced frame. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M055-C,M055,C,defensive,Movable timber barricade,breached/burned barrier,Self-supporting defensive obstacle rather than a permanent wall segment.,800,reference-images/M055-C-movable-timber-barricade-v1.png,incoming/M055-C-movable-timber-barricade-smart-800.glb,processed/M055-C-movable-timber-barricade-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the breached/burned barrier","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy movable timber barricade donor for Genesis. Variant: breached/burned barrier. Functional purpose: Self-supporting defensive obstacle rather than a permanent wall segment. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the breached/burned barrier. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M056-C,M056,C,defensive,Wattle and woven screen,torn/open screen,"Light culturally variable screen for camp edges, markets, animals, concealment, and wind protection.",800,reference-images/M056-C-wattle-and-woven-screen-v1.png,incoming/M056-C-wattle-and-woven-screen-smart-800.glb,processed/M056-C-wattle-and-woven-screen-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the torn/open screen","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy wattle and woven screen donor for Genesis. Variant: torn/open screen. Functional purpose: Light culturally variable screen for camp edges, markets, animals, concealment, and wind protection. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the torn/open screen. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M057-C,M057,C,defensive,Gabion and stone-basket cluster,burst/spilled basket,"Portable earthwork vocabulary useful in guard, siege, construction, flood, and urban-recovery states.",900,reference-images/M057-C-gabion-and-stone-basket-cluster-v1.png,incoming/M057-C-gabion-and-stone-basket-cluster-smart-900.glb,processed/M057-C-gabion-and-stone-basket-cluster-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the burst/spilled basket","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy gabion and stone-basket cluster donor for Genesis. Variant: burst/spilled basket. Functional purpose: Portable earthwork vocabulary useful in guard, siege, construction, flood, and urban-recovery states. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the burst/spilled basket. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M058-C,M058,C,defensive,Holding cage or animal pen module,forced/broken cage,Inspectable open-frame enclosure with a readable door and separable bars/panels.,1200,reference-images/M058-C-holding-cage-or-animal-pen-module-v1.png,incoming/M058-C-holding-cage-or-animal-pen-module-smart-1200.glb,processed/M058-C-holding-cage-or-animal-pen-module-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the forced/broken cage","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy holding cage or animal pen module donor for Genesis. Variant: forced/broken cage. Functional purpose: Inspectable open-frame enclosure with a readable door and separable bars/panels. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the forced/broken cage. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M059-C,M059,C,defensive,Forge hearth and blower assembly,cold/damaged forge,"Major working prop with warm-light socket, fuel area, hood, bellows connection, and tool sockets.",1200,reference-images/M059-C-forge-hearth-and-blower-assembly-v1.png,incoming/M059-C-forge-hearth-and-blower-assembly-smart-1200.glb,processed/M059-C-forge-hearth-and-blower-assembly-clean-v1.glb,"the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the cold/damaged forge","exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority","rope, chain, spikes, bars, wheels, flame, tools, fuel, and standardized repeated fittings when generated poorly",the tactical blocker or working machine remains physically honest; open frames remain open; no thin or decorative clutter,"Create exactly one low-poly medieval-fantasy forge hearth and blower assembly donor for Genesis. Variant: cold/damaged forge. Functional purpose: Major working prop with warm-light socket, fuel area, hood, bellows connection, and tool sockets. Match the supplied reference image exactly and preserve the main defensive or industrial silhouette, thick frame, major barrier or working volumes, and large separable fittings; for this row, specifically the cold/damaged forge. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: exact collision and cover, hinges, force state, fuel, light, materials, tools, damage, sockets, and interaction authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M060-C,M060,C,trace,Broken wagon and axle wreck,burned fragmented wreck,Derivative cover and abandonment family built from M019-like parts.,1200,reference-images/M060-C-broken-wagon-and-axle-wreck-v1.png,incoming/M060-C-broken-wagon-and-axle-wreck-smart-1200.glb,processed/M060-C-broken-wagon-and-axle-wreck-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the burned fragmented wreck","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy broken wagon and axle wreck donor for Genesis. Variant: burned fragmented wreck. Functional purpose: Derivative cover and abandonment family built from M019-like parts. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the burned fragmented wreck. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
162,V6-C,queued,M061-C,M061,C,trace,Tool and active-work cluster,abandoned/scattered cluster,"Large readable tools around a stable rack or bench, indicating a task without loose micro-clutter.",900,reference-images/M061-C-tool-and-active-work-cluster-v1.png,incoming/M061-C-tool-and-active-work-cluster-smart-900.glb,processed/M061-C-tool-and-active-work-cluster-clean-v1.glb,"one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the abandoned/scattered cluster","individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority","micro-clutter, repeated loose items, gore, rope, small tools, labels, stains, and any part already owned by a reusable kit",the cluster reads as one causal trace rather than random clutter; a few large parts remain separable and no micro-noise buys the silhouette,"Create exactly one low-poly medieval-fantasy tool and active-work cluster donor for Genesis. Variant: abandoned/scattered cluster. Functional purpose: Large readable tools around a stable rack or bench, indicating a task without loose micro-clutter. Match the supplied reference image exactly and preserve one curated cluster silhouette composed from a few large recognizable causal parts; for this row, specifically the abandoned/scattered cluster. Use a few large deliberate construction-aligned planes, strong silhouette, thick mechanically legible parts, broad material regions, and honest open space. Do not add scenery, a floor base, characters, unrelated props, micro-clutter, text, labels, baked directional light, or any engine-owned feature: individual item identity, exact custody, decals, stains, small debris, collision, material state, procedural scatter, and history authority. Exactly one coherent object or intentionally fused cluster."
